rank,role,category,score,tier,demand_trend
475,Threat Intelligence Analyst,Security,67,stable,stable
475,Post-sales / Customer Engineer,Specialized & Emerging,67,stable,stable
475,Senior Salesforce Developer,Specialized & Emerging,67,stable,stable
475,Senior Software Engineer,Engineering,67,stable,stable
505,AdTech ML Engineer,Data & AI,66,stable,stable
505,CDC (Change Data Capture) Engineer,Data & AI,66,stable,stable
505,Experimentation Scientist (A/B testing),Data & AI,66,stable,stable
505,Staff Data Scientist,Data & AI,66,stable,stable
505,Airline Software Engineer,Engineering,66,stable,stable
505,Apple Vision Pro Application Engineer,Engineering,66,stable,rising
505,CAD Software Engineer,Engineering,66,stable,stable
505,Color Science Engineer,Engineering,66,stable,stable
505,Console Game Engineer,Engineering,66,stable,stable
505,Cosmos SDK Engineer,Engineering,66,stable,stable
505,Decentralized Identity Engineer,Engineering,66,stable,stable
505,Elixir / Phoenix Engineer,Engineering,66,stable,stable
505,Eye Tracking Engineer,Engineering,66,stable,stable
505,Frontend Architect,Engineering,66,stable,stable
505,Frontend Performance Engineer,Engineering,66,stable,rising
505,Game Network Programmer,Engineering,66,stable,stable
505,Hand Tracking / Gesture Recognition Engineer,Engineering,66,stable,stable
505,Hardware Wallet Firmware Engineer,Engineering,66,stable,stable
505,IoT Software Engineer,Engineering,66,stable,stable
505,Logistics Software Engineer,Engineering,66,stable,rising
505,Mainframe Modernization Engineer,Engineering,66,stable,rising
505,Mobile Architect,Engineering,66,stable,stable
505,OpenGL Engineer,Engineering,66,stable,declining
505,Pharma Software Engineer,Engineering,66,stable,stable
505,Smart Contract Engineer,Engineering,66,stable,stable
505,Spatial Computing Engineer,Engineering,66,stable,rising
505,Supply Chain Software Engineer,Engineering,66,stable,stable
505,VR Game Engineer,Engineering,66,stable,rising
505,WebGL / WebGPU Engineer,Engineering,66,stable,rising
505,Zig Engineer,Engineering,66,stable,rising
505,visionOS / Apple Vision Pro Engineer,Engineering,66,stable,rising
505,Capacity Planning Engineer,Platform & Infrastructure,66,stable,stable
505,Elasticsearch DBA / Engineer,Platform & Infrastructure,66,stable,stable
505,File System Engineer,Platform & Infrastructure,66,stable,stable
505,FinOps Practitioner,Platform & Infrastructure,66,stable,rising
505,Senior Network Engineer,Platform & Infrastructure,66,stable,stable
505,Implementation Engineer,Specialized & Emerging,66,stable,stable
542,NLP Engineer,Data & AI,65,stable,declining
542,Haskell Engineer,Engineering,65,stable,stable
542,OCaml Engineer,Engineering,65,stable,stable
542,Sustainability Tech Engineer,Engineering,65,stable,rising
542,Quality Engineering Director,Quality & Testing,65,stable,stable
542,Field Engineer,Specialized & Emerging,65,stable,stable
542,Open Source Program Manager (OSPO),Specialized & Emerging,65,stable,stable
549,Active Learning Engineer,Data & AI,64,stable,stable
549,Azure ML Engineer,Data & AI,64,stable,rising
549,Beam / Dataflow Engineer,Data & AI,64,stable,stable
549,BigQuery Data Engineer,Data & AI,64,stable,stable
549,Data Lake Engineer,Data & AI,64,stable,stable
549,Flink Engineer,Data & AI,64,stable,stable
549,Llama Fine-tuning Engineer,Data & AI,64,stable,rising
549,Vertex AI Engineer,Data & AI,64,stable,rising
549,Android Auto / CarPlay Engineer,Engineering,64,stable,rising
549,Audio Plugin Developer (VST),Engineering,64,stable,stable
549,Banking Software Engineer,Engineering,64,stable,stable
549,C# / .NET Backend Engineer,Engineering,64,stable,stable
549,Crypto Exchange Engineer,Engineering,64,stable,stable
549,Crypto Wallet Engineer,Engineering,64,stable,stable
549,E-commerce Backend Engineer,Engineering,64,stable,stable
549,EHR Integration Engineer,Engineering,64,stable,stable
549,Frontend Build / Tooling Engineer,Engineering,64,stable,stable
549,GIS Developer,Engineering,64,stable,stable
549,Game Server Engineer,Engineering,64,stable,stable
549,Geospatial Software Engineer,Engineering,64,stable,stable
549,Government / GovTech Engineer,Engineering,64,stable,stable
549,GraphQL Engineer,Engineering,64,stable,stable
549,Haptics Engineer,Engineering,64,stable,stable
549,Hardware Test Engineer,Engineering,64,stable,stable
549,Mapping Software Engineer (Mapbox/OSM),Engineering,64,stable,stable
549,Marketplace Engineer,Engineering,64,stable,stable
549,PCB Design Engineer,Engineering,64,stable,stable
549,Streaming Protocol Engineer (HLS/DASH),Engineering,64,stable,stable
549,Telemedicine Software Engineer,Engineering,64,stable,stable
549,Unreal Engine Engineer,Engineering,64,stable,stable
549,Head of Frontend,Engineering Leadership,64,stable,stable
549,5G Software Engineer,Platform & Infrastructure,64,stable,rising
549,Azure Engineer,Platform & Infrastructure,64,stable,stable
549,Build Engineer (Bazel/Buck),Platform & Infrastructure,64,stable,stable
549,GCP Engineer,Platform & Infrastructure,64,stable,stable
549,Neo4j / Graph Database Engineer,Platform & Infrastructure,64,stable,stable
549,Network Automation Engineer,Platform & Infrastructure,64,stable,rising
549,Network Engineer,Platform & Infrastructure,64,stable,stable
549,SDN Engineer,Platform & Infrastructure,64,stable,stable
549,Storage Architect,Platform & Infrastructure,64,stable,stable
549,Storage Engineer,Platform & Infrastructure,64,stable,stable
549,Wireless Software Engineer,Platform & Infrastructure,64,stable,stable
549,Product Designer,Product & Design,64,stable,stable
549,Quantitative UX Researcher,Product & Design,64,stable,stable
549,SDET / Test Infrastructure,Quality & Testing,64,stable,stable
549,Stress Test Engineer,Quality & Testing,64,stable,stable
549,Active Directory Security Engineer,Security,64,stable,stable
549,PKI Engineer,Security,64,stable,stable
549,macOS Security Engineer,Security,64,stable,stable
549,Developer Advocate / DevRel,Specialized & Emerging,64,stable,stable
599,Clojure Engineer,Engineering,63,stable,declining
599,DeFi Protocol Engineer,Engineering,63,stable,declining
599,Game Producer / Tech Producer,Engineering,63,stable,stable
599,Principal Frontend Engineer,Engineering,63,stable,stable
599,Web Accessibility (a11y) Engineer,Engineering,63,stable,rising
599,Engineering Operations Manager,Engineering Leadership,63,stable,stable
599,Cloud Cost Optimization Engineer,Platform & Infrastructure,63,stable,rising
599,Consumer Product Manager,Product & Design,63,stable,stable
599,Mobile Product Manager,Product & Design,63,stable,stable
599,HIPAA Compliance Engineer,Security,63,stable,stable
599,ISO 27001 Auditor,Security,63,stable,stable
599,PCI-DSS Compliance Engineer,Security,63,stable,stable
599,SOC 2 Compliance Engineer,Security,63,stable,rising
599,Program Manager (Software),Specialized & Emerging,63,stable,stable
613,Anthropic Claude API Engineer,Data & AI,62,stable,rising
613,AutoGen / Multi-agent Engineer,Data & AI,62,stable,rising
613,DBT Engineer,Data & AI,62,stable,rising
613,OpenAI GPT API Engineer,Data & AI,62,stable,rising
613,Android Engineer,Engineering,62,stable,stable
613,Full-Stack Engineer,Engineering,62,stable,declining
613,Full-Stack TypeScript Engineer,Engineering,62,stable,rising
613,Mobile Build / CI Engineer,Engineering,62,stable,stable
613,Mobile DevOps / Release Engineer,Engineering,62,stable,stable
613,Node.js Backend Engineer,Engineering,62,stable,stable
613,REST API Engineer,Engineering,62,stable,stable
613,TypeScript Specialist,Engineering,62,stable,rising
613,iOS Engineer,Engineering,62,stable,stable
613,Cloudflare Engineer,Platform & Infrastructure,62,stable,rising
613,Data Modeler,Platform & Infrastructure,62,stable,stable
613,Helm / Argo Engineer,Platform & Infrastructure,62,stable,stable
613,Logging Engineer (ELK/Loki/Splunk),Platform & Infrastructure,62,stable,stable
613,MySQL / MariaDB DBA,Platform & Infrastructure,62,stable,stable
613,Release Engineer,Platform & Infrastructure,62,stable,stable
613,UX Researcher,Product & Design,62,stable,stable
613,SAST Engineer,Security,62,stable,stable
613,SIEM Engineer,Security,62,stable,stable
613,Salesforce Developer,Specialized & Emerging,62,stable,stable
613,Software Engineer,Engineering,62,stable,stable
613,Full Stack Developer,Engineering,62,stable,stable
638,AR Engineer,Engineering,61,stable,stable
638,Ada Engineer (Defense),Engineering,61,stable,stable
638,CAM Software Engineer,Engineering,61,stable,stable
638,Cairo Developer (StarkNet),Engineering,61,stable,stable
638,Cardano Plutus Developer,Engineering,61,stable,stable
638,DAW Software Engineer,Engineering,61,stable,stable
638,Fortran Engineer (Scientific),Engineering,61,stable,stable
638,Linter / Formatter Maintainer,Engineering,61,stable,stable
638,Live Video / Broadcast Engineer,Engineering,61,stable,stable
638,Micro-frontends Architect,Engineering,61,stable,stable
638,Mixed Reality Engineer,Engineering,61,stable,stable
638,Move Developer (Sui/Aptos),Engineering,61,stable,stable
638,Search Backend Engineer (Solr),Engineering,61,stable,declining
638,Solidity Developer,Engineering,61,stable,stable
638,Staff Frontend Engineer,Engineering,61,stable,stable
638,Substrate Engineer (Polkadot),Engineering,61,stable,stable
638,VR Engineer,Engineering,61,stable,stable
638,Wearable Tech Engineer,Engineering,61,stable,stable
638,XR Engineer,Engineering,61,stable,stable
638,Cassandra Engineer,Platform & Infrastructure,61,stable,stable
638,CockroachDB / TiDB Engineer,Platform & Infrastructure,61,stable,stable
638,ScyllaDB Engineer,Platform & Infrastructure,61,stable,stable
638,Social Engineering Specialist,Security,61,stable,stable
661,API / Integration Engineer,Engineering,60,stable,stable
661,AgTech Software Engineer,Engineering,60,stable,stable
661,Django Engineer,Engineering,60,stable,stable
661,Game Engineer,Engineering,60,stable,stable
661,Gameplay Programmer,Engineering,60,stable,stable
661,Next.js / SSR Engineer,Engineering,60,stable,rising
661,Backup / Recovery Engineer,Platform & Infrastructure,60,stable,stable
661,DNS Engineer,Platform & Infrastructure,60,stable,stable
661,Data Center Engineer,Platform & Infrastructure,60,stable,stable
661,IT Director,Platform & Infrastructure,60,stable,stable
661,Oracle DBA,Platform & Infrastructure,60,stable,declining
661,Inclusive Design Specialist,Product & Design,60,stable,rising
661,Accessibility QA Engineer,Quality & Testing,60,stable,rising
661,Compliance Test Engineer,Quality & Testing,60,stable,stable
661,QA Manager,Quality & Testing,60,stable,stable
661,Intelligent Automation Engineer,Specialized & Emerging,60,stable,rising
677,AutoML Engineer,Data & AI,59,stable,stable
677,Data Augmentation Engineer,Data & AI,59,stable,stable
677,Data Warehouse Engineer,Data & AI,59,stable,stable
677,Database Administrator,Data & AI,59,stable,declining
677,Prefect / Dagster Engineer,Data & AI,59,stable,rising
677,Senior Analytics Engineer,Data & AI,59,stable,stable
677,Senior Data Scientist,Data & AI,59,stable,stable
677,TensorFlow Specialist,Data & AI,59,stable,stable
677,XGBoost / Gradient Boosting Specialist,Data & AI,59,stable,stable
677,BIM Software Engineer,Engineering,59,stable,stable
677,Code Quality Engineer,Engineering,59,stable,stable
677,Full-Stack Python Engineer,Engineering,59,stable,stable
677,Game Audio Programmer,Engineering,59,stable,stable
677,Game Live Ops Engineer,Engineering,59,stable,stable
677,Game Tools Programmer,Engineering,59,stable,stable
677,Hyperledger Fabric Engineer,Engineering,59,stable,declining
677,Insurance Tech Engineer (Insurtech),Engineering,59,stable,stable
677,Java EE / Jakarta EE Engineer,Engineering,59,stable,declining
677,Kotlin Multiplatform Engineer,Engineering,59,stable,rising
677,Legal Tech Engineer,Engineering,59,stable,rising
677,Mainframe Engineer,Engineering,59,stable,declining
677,Meta Quest Developer,Engineering,59,stable,stable
677,Photography Software Engineer,Engineering,59,stable,stable
677,Quarkus Engineer,Engineering,59,stable,rising
677,Ruby on Rails Engineer,Engineering,59,stable,declining
677,T3 / tRPC Stack Engineer,Engineering,59,stable,rising
677,Unity XR Developer,Engineering,59,stable,stable
677,Alibaba Cloud Engineer,Platform & Infrastructure,59,stable,stable
677,Block Storage Engineer,Platform & Infrastructure,59,stable,stable
677,CDN Engineer,Platform & Infrastructure,59,stable,stable
677,DuckDB Engineer,Platform & Infrastructure,59,stable,rising
677,DynamoDB Specialist,Platform & Infrastructure,59,stable,stable
677,MongoDB Engineer,Platform & Infrastructure,59,stable,stable
677,Monorepo Engineer (Nx/Turborepo),Platform & Infrastructure,59,stable,rising
677,Object Storage Engineer (S3/MinIO),Platform & Infrastructure,59,stable,stable
677,SQL Server DBA,Platform & Infrastructure,59,stable,declining
677,Service Catalog Engineer,Platform & Infrastructure,59,stable,stable
677,Industrial Designer (hardware-software products),Product & Design,59,stable,stable
677,Service Designer,Product & Design,59,stable,stable
677,Hardware QA Engineer,Quality & Testing,59,stable,stable
677,DAST Engineer,Security,59,stable,stable
677,Windows Security Engineer,Security,59,stable,stable
677,Wireless Pentester,Security,59,stable,stable
677,A/B Testing Engineer,Specialized & Emerging,59,stable,stable
677,SAP HANA Developer,Specialized & Emerging,59,stable,stable
722,AI Trainer / RLHF Annotator,Data & AI,58,stable,rising
722,Active Learning / Labeling Operations Lead,Data & AI,58,stable,rising
722,Head of QA,Engineering Leadership,58,stable,declining
722,Conversational Designer,Product & Design,58,stable,rising
722,Product Operations Manager,Product & Design,58,stable,stable
722,Developer Educator,Specialized & Emerging,58,stable,stable
722,Developer Marketing Engineer,Specialized & Emerging,58,stable,stable
729,Airflow Engineer,Data & AI,57,exposed,stable
729,Analytics Engineer,Data & AI,57,exposed,stable
729,LangChain / LlamaIndex Engineer,Data & AI,57,exposed,stable
729,ASP.NET Engineer,Engineering,57,exposed,stable
729,Flutter Engineer,Engineering,57,exposed,rising
729,Game Build / Pipeline Engineer,Engineering,57,exposed,stable
729,Game Telemetry Engineer,Engineering,57,exposed,stable
729,HarmonyOS Engineer,Engineering,57,exposed,rising
729,IDE Plugin Developer,Engineering,57,exposed,stable
729,Junior Backend Engineer,Engineering,57,exposed,stable
729,MERN Stack Engineer,Engineering,57,exposed,stable
729,Mobile Game Engineer,Engineering,57,exposed,stable
729,NestJS Engineer,Engineering,57,exposed,rising
729,React Native Engineer,Engineering,57,exposed,stable
729,Senior Frontend Engineer,Engineering,57,exposed,stable
729,Unity Engineer,Engineering,57,exposed,stable
729,Deployment Engineer,Platform & Infrastructure,57,exposed,stable
729,Endpoint Management Engineer (Intune/Jamf),Platform & Infrastructure,57,exposed,stable
729,Telecom Software Engineer,Platform & Infrastructure,57,exposed,stable
729,CDP / Customer Data Platform Engineer,Specialized & Emerging,57,exposed,rising
729,Customer Success Engineer,Specialized & Emerging,57,exposed,stable
729,Stripe Integration Engineer,Specialized & Emerging,57,exposed,stable
729,Workflow Automation Engineer,Specialized & Emerging,57,exposed,rising
752,Decision Scientist,Data & AI,56,exposed,stable
752,3D Printing Software Engineer,Engineering,56,exposed,stable
752,Bun.sh Engineer,Engineering,56,exposed,rising
752,COBOL Developer,Engineering,56,exposed,stable
752,IPFS / Filecoin Engineer,Engineering,56,exposed,stable
752,Micronaut Engineer,Engineering,56,exposed,stable
752,Oracle (Chainlink) Engineer,Engineering,56,exposed,stable
752,Unreal XR Developer,Engineering,56,exposed,stable
752,Vyper Developer,Engineering,56,exposed,stable
752,z/OS Engineer,Engineering,56,exposed,stable
752,Onboarding Engineer,Specialized & Emerging,56,exposed,stable
752,Project Manager (Software),Specialized & Emerging,56,exposed,declining
764,Chatbot Engineer,Data & AI,55,exposed,stable
764,Product Data Scientist,Data & AI,55,exposed,stable
764,Cruise / Maritime Software Engineer,Engineering,55,exposed,stable
764,Express.js Engineer,Engineering,55,exposed,stable
764,Internal Tools Engineer,Engineering,55,exposed,stable
764,React Engineer,Engineering,55,exposed,declining
764,SOC Analyst (Tier 2),Security,55,exposed,stable
764,Curriculum Designer (Technical),Specialized & Emerging,55,exposed,stable
772,AdTech Engineer,Engineering,54,exposed,stable
772,Algorand Developer,Engineering,54,exposed,declining
772,Angular Engineer,Engineering,54,exposed,declining
772,Cartography Engineer,Engineering,54,exposed,stable
772,Construction Tech Engineer,Engineering,54,exposed,rising
772,Corda / R3 Engineer,Engineering,54,exposed,declining
772,E-discovery Engineer,Engineering,54,exposed,stable
772,EdTech Engineer,Engineering,54,exposed,stable
772,Flask Engineer,Engineering,54,exposed,stable
772,HR Tech Engineer,Engineering,54,exposed,stable
772,Internationalization (i18n) Engineer,Engineering,54,exposed,stable
772,JetBrains Plugin Developer,Engineering,54,exposed,stable
772,Laravel Engineer,Engineering,54,exposed,stable
772,MarTech Engineer,Engineering,54,exposed,stable
772,Mental Health Tech Engineer,Engineering,54,exposed,rising
772,Middleware Engineer,Engineering,54,exposed,declining
772,Music Tech Engineer,Engineering,54,exposed,stable
772,PHP Backend Engineer,Engineering,54,exposed,declining
772,Real Estate Tech Engineer (Proptech),Engineering,54,exposed,stable
772,Tezos Developer,Engineering,54,exposed,declining
772,Travel Tech Engineer,Engineering,54,exposed,stable
772,Webpack / Vite Specialist,Engineering,54,exposed,stable
772,Hetzner / Bare Metal Specialist,Platform & Infrastructure,54,exposed,stable
772,InfluxDB Engineer,Platform & Infrastructure,54,exposed,stable
772,Linux Sysadmin,Platform & Infrastructure,54,exposed,stable
772,Load Balancer Engineer,Platform & Infrastructure,54,exposed,stable
772,Oracle Cloud Engineer,Platform & Infrastructure,54,exposed,declining
772,TimescaleDB Engineer,Platform & Infrastructure,54,exposed,stable
772,VoIP / SIP Engineer,Platform & Infrastructure,54,exposed,stable
772,Associate Product Manager,Product & Design,54,exposed,stable
772,Information Architect,Product & Design,54,exposed,stable
772,Interaction Designer,Product & Design,54,exposed,stable
772,Marketing Product Manager,Product & Design,54,exposed,stable
772,Senior Content Designer,Product & Design,54,exposed,stable
772,Voice Interface Designer,Product & Design,54,exposed,stable
772,API Test Engineer,Quality & Testing,54,exposed,stable
772,Playwright Engineer,Quality & Testing,54,exposed,rising
772,QA Lead,Quality & Testing,54,exposed,stable
772,Test Data Engineer,Quality & Testing,54,exposed,stable
772,Documentation Engineer,Specialized & Emerging,54,exposed,stable
772,Feature Flag Engineer (LaunchDarkly/Split),Specialized & Emerging,54,exposed,stable
772,SAP ABAP Developer,Specialized & Emerging,54,exposed,declining
772,SAP Basis Administrator,Specialized & Emerging,54,exposed,declining
772,Senior Technical Writer,Specialized & Emerging,54,exposed,stable
772,ServiceNow Developer,Specialized & Emerging,54,exposed,stable
817,IT Manager,Platform & Infrastructure,53,exposed,stable
818,Data Scientist,Data & AI,52,exposed,declining
818,ELT Engineer,Data & AI,52,exposed,stable
818,Frontend Engineer,Engineering,52,exposed,declining
818,Godot Engineer,Engineering,52,exposed,rising
818,VSCode Extension Developer,Engineering,52,exposed,rising
818,Vercel / Netlify Specialist,Platform & Infrastructure,52,exposed,stable
818,3D Designer,Product & Design,52,exposed,stable
818,Test Environment Engineer,Quality & Testing,52,exposed,stable
818,MuleSoft Engineer,Specialized & Emerging,52,exposed,stable
818,Power Platform Developer,Specialized & Emerging,52,exposed,stable
818,Salesforce CPQ Developer,Specialized & Emerging,52,exposed,stable
818,Workday Developer,Specialized & Emerging,52,exposed,stable
830,AS/400 / RPG Developer,Engineering,51,exposed,declining
830,Android TV Engineer,Engineering,51,exposed,stable
830,Crystal Engineer,Engineering,51,exposed,declining
830,D Lang Engineer,Engineering,51,exposed,declining
830,Deno Engineer,Engineering,51,exposed,stable
830,HTMX Engineer,Engineering,51,exposed,rising
830,Nim Engineer,Engineering,51,exposed,declining
830,Wear OS Engineer,Engineering,51,exposed,stable
830,Web Components / Lit Engineer,Engineering,51,exposed,stable
830,Xamarin / .NET MAUI Engineer,Engineering,51,exposed,declining
830,iPadOS Engineer,Engineering,51,exposed,stable
830,watchOS Engineer,Engineering,51,exposed,stable
830,IBM Cloud Engineer,Platform & Infrastructure,51,exposed,declining
830,Community Manager (Technical),Specialized & Emerging,51,exposed,stable
830,Twilio Engineer,Specialized & Emerging,51,exposed,stable
845,Customer Support Engineer,Specialized & Emerging,50,exposed,stable
846,Data Annotation Engineer,Data & AI,49,exposed,rising
846,Scikit-learn Specialist,Data & AI,49,exposed,stable
846,Browser Extension Engineer,Engineering,49,exposed,stable
846,CSS Architect (Sass/Tailwind),Engineering,49,exposed,stable
846,Esports Platform Engineer,Engineering,49,exposed,stable
846,Food Tech Engineer,Engineering,49,exposed,stable
846,Full-Stack Ruby Engineer,Engineering,49,exposed,declining
846,JAMstack Engineer,Engineering,49,exposed,stable
846,JCL Developer,Engineering,49,exposed,declining
846,Junior Android Engineer,Engineering,49,exposed,stable
846,Junior iOS Engineer,Engineering,49,exposed,stable
846,MEAN Stack Engineer,Engineering,49,exposed,declining
846,Remix Engineer,Engineering,49,exposed,stable
846,Sinatra / Hanami Engineer,Engineering,49,exposed,declining
846,Sports Tech Engineer,Engineering,49,exposed,stable
846,Svelte Engineer,Engineering,49,exposed,rising
846,Symfony Engineer,Engineering,49,exposed,stable
846,Tornado Backend Engineer,Engineering,49,exposed,declining
846,Couchbase Engineer,Platform & Infrastructure,49,exposed,declining
846,Fly.io / Render Specialist,Platform & Infrastructure,49,exposed,stable
846,Sysadmin / System Administrator,Platform & Infrastructure,49,exposed,declining
846,Vertica / Teradata Engineer,Platform & Infrastructure,49,exposed,declining
846,Windows Sysadmin,Platform & Infrastructure,49,exposed,declining
846,Apex Developer,Specialized & Emerging,49,exposed,stable
846,Atlassian Developer (Jira/Confluence),Specialized & Emerging,49,exposed,stable
846,Microsoft Dynamics Developer,Specialized & Emerging,49,exposed,stable
846,NetSuite Developer,Specialized & Emerging,49,exposed,stable
846,Release Train Engineer (SAFe),Specialized & Emerging,49,exposed,declining
846,SEO Engineer (Technical),Specialized & Emerging,49,exposed,stable
875,BI Developer,Data & AI,47,exposed,declining
875,Cohere / Mistral API Engineer,Data & AI,47,exposed,stable
875,Statistical Programmer (SAS/R),Data & AI,47,exposed,declining
875,Astro Engineer,Engineering,47,exposed,rising
875,Game UI Programmer,Engineering,47,exposed,stable
875,Junior Full-Stack Engineer,Engineering,47,exposed,stable
875,Localization (l10n) Engineer,Engineering,47,exposed,stable
875,Vue Engineer,Engineering,47,exposed,stable
875,IT Operations Engineer,Platform & Infrastructure,47,exposed,stable
875,M365 / Google Workspace Admin,Platform & Infrastructure,47,exposed,stable
875,Content Designer / UX Writer,Product & Design,47,exposed,declining
875,Motion Designer,Product & Design,47,exposed,stable
875,API Documentation Specialist,Specialized & Emerging,47,exposed,stable
875,Marketing Automation Engineer,Specialized & Emerging,47,exposed,stable
875,Mixpanel / Amplitude / Heap Engineer,Specialized & Emerging,47,exposed,stable
875,Power BI Specialist,Specialized & Emerging,47,exposed,stable
875,RPA Engineer (UiPath/Power Automate),Specialized & Emerging,47,exposed,stable
875,Salesforce Marketing Cloud Developer,Specialized & Emerging,47,exposed,stable
875,Scrum Master / Agile Coach,Specialized & Emerging,47,exposed,declining
875,Segment / Rudderstack Engineer,Specialized & Emerging,47,exposed,stable
875,Shopify App Developer,Specialized & Emerging,47,exposed,stable
875,Technical Writer,Specialized & Emerging,47,exposed,declining
875,Junior Software Engineer,Engineering,47,exposed,declining
898,SSIS / SQL Server Integration Engineer,Data & AI,46,exposed,declining
898,BPM / Workflow Engineer,Engineering,46,exposed,stable
898,DAO Tooling Engineer,Engineering,46,exposed,declining
898,PWA Engineer,Engineering,46,exposed,stable
898,SolidJS Engineer,Engineering,46,exposed,rising
898,tvOS Engineer,Engineering,46,exposed,stable
898,Oracle ERP Developer,Specialized & Emerging,46,exposed,declining
905,Hadoop Engineer,Data & AI,45,exposed,declining
905,Marketing Data Scientist,Data & AI,45,exposed,stable
905,Senior UI Designer,Product & Design,45,exposed,declining
905,Senior QA Automation,Quality & Testing,45,exposed,declining
905,SOC Analyst (Tier 1),Security,45,exposed,declining
905,Power Apps Developer,Specialized & Emerging,45,exposed,stable
905,Salesforce Administrator,Specialized & Emerging,45,exposed,stable
912,ETL Developer,Data & AI,44,exposed,declining
912,Growth Analyst,Data & AI,44,exposed,stable
912,Informatica Engineer,Data & AI,44,exposed,declining
912,Looker / LookML Developer,Data & AI,44,exposed,stable
912,Product Analyst,Data & AI,44,exposed,stable
912,ESB / Service Bus Engineer,Engineering,44,exposed,declining
912,LAMP Stack Engineer,Engineering,44,exposed,declining
912,Nuxt Engineer,Engineering,44,exposed,stable
912,Restaurant / Hospitality Tech Engineer,Engineering,44,exposed,stable
912,Tizen Engineer,Engineering,44,exposed,declining
912,DigitalOcean Specialist,Platform & Infrastructure,44,exposed,stable
912,Brand Designer,Product & Design,44,exposed,stable
912,Visual Designer,Product & Design,44,exposed,declining
912,Cypress Engineer,Quality & Testing,44,exposed,stable
912,Mobile QA Engineer,Quality & Testing,44,exposed,stable
912,Boomi Engineer,Specialized & Emerging,44,exposed,stable
912,Conversion Rate Optimization Engineer,Specialized & Emerging,44,exposed,stable
912,Magento / Adobe Commerce Developer,Specialized & Emerging,44,exposed,declining
912,SAP Fiori / UI5 Developer,Specialized & Emerging,44,exposed,stable
912,Square / Block Integration Engineer,Specialized & Emerging,44,exposed,stable
932,Junior Frontend Engineer,Engineering,43,exposed,declining
933,Fivetran / Stitch Specialist,Data & AI,42,exposed,stable
933,Admin Panel Engineer,Engineering,42,exposed,stable
933,Fitness / Wellness Tech Engineer,Engineering,42,exposed,stable
933,Ionic / Cordova Engineer,Engineering,42,exposed,declining
933,Perl Engineer,Engineering,42,exposed,declining
933,Collaboration Tools Engineer (Slack/Teams),Platform & Infrastructure,42,exposed,stable
933,Heroku Specialist,Platform & Infrastructure,42,exposed,declining
933,Game QA Lead,Quality & Testing,42,exposed,stable
933,Localization QA Engineer,Quality & Testing,42,exposed,stable
933,BigCommerce Developer,Specialized & Emerging,42,exposed,stable
933,Low-code Developer,Specialized & Emerging,42,exposed,stable
933,SendGrid / Mailgun Engineer,Specialized & Emerging,42,exposed,stable
933,Tray.io / iPaaS Engineer,Specialized & Emerging,42,exposed,stable
933,Workato Engineer,Specialized & Emerging,42,exposed,stable
933,Web Developer,Engineering,42,exposed,declining
948,Talend Engineer,Data & AI,41,exposed,declining
948,Ember.js Engineer,Engineering,41,exposed,declining
948,Stencil Engineer,Engineering,41,exposed,stable
948,IT Asset Manager,Platform & Infrastructure,41,exposed,stable
948,Citizen Developer Coach,Specialized & Emerging,41,exposed,stable
948,Make.com / n8n Specialist,Specialized & Emerging,41,exposed,rising
954,Power BI Developer,Data & AI,40,at_risk,stable
954,Senior Data Analyst,Data & AI,40,at_risk,declining
954,Tableau Developer,Data & AI,40,at_risk,declining
954,IT Support Engineer,Platform & Infrastructure,40,at_risk,declining
954,UI Designer,Product & Design,40,at_risk,declining
954,QA Automation,Quality & Testing,40,at_risk,declining
954,UI / Web Test Engineer,Quality & Testing,40,at_risk,declining
954,Tier 2 Technical Support Engineer,Specialized & Emerging,40,at_risk,declining
954,WordPress Developer,Specialized & Emerging,40,at_risk,stable
963,Business Analyst,Data & AI,39,at_risk,declining
963,Marketing Analyst,Data & AI,39,at_risk,declining
963,Childcare Tech Engineer,Engineering,39,at_risk,stable
963,NFT Platform Engineer,Engineering,39,at_risk,declining
963,Pet Tech Engineer,Engineering,39,at_risk,stable
963,Preact Engineer,Engineering,39,at_risk,stable
963,Appium Engineer,Quality & Testing,39,at_risk,stable
963,SEM / Paid Search Engineer,Specialized & Emerging,39,at_risk,stable
963,SharePoint Developer,Specialized & Emerging,39,at_risk,declining
972,BI Analyst,Data & AI,37,at_risk,declining
972,HTML / CSS Specialist,Engineering,37,at_risk,declining
972,Marketing Designer,Product & Design,37,at_risk,declining
972,Drupal Developer,Specialized & Emerging,37,at_risk,declining
972,Freshworks Developer,Specialized & Emerging,37,at_risk,stable
972,HubSpot Developer,Specialized & Emerging,37,at_risk,stable
972,Intercom / Help Desk Developer,Specialized & Emerging,37,at_risk,stable
972,Marketo Developer,Specialized & Emerging,37,at_risk,stable
972,WooCommerce Developer,Specialized & Emerging,37,at_risk,stable
972,Zapier Specialist,Specialized & Emerging,37,at_risk,stable
972,Zendesk Developer,Specialized & Emerging,37,at_risk,stable
972,Programmer,Engineering,37,at_risk,declining
984,Backbone.js Maintainer,Engineering,36,at_risk,declining
984,CodeIgniter Engineer,Engineering,36,at_risk,declining
984,Pascal / Delphi Engineer,Engineering,36,at_risk,declining
987,Qlik Developer,Data & AI,35,at_risk,declining
987,Help Desk Tier 2,Platform & Infrastructure,35,at_risk,declining
987,Selenium Engineer,Quality & Testing,35,at_risk,declining
